SOURCE	UEN	CLUSTER_DEFN	OR_CAT	EMP_SIZE	REF_YR	Age_Band	SSIC	WEBSITE
ORBIS	0f88130f1b2c64c0864adfcd0b05e8f749d5c8f91fdb1535b524a60152be1fb6	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	47721.0	skinx.store
SGNIC	df6e8f6532b9cb23bbcfa15cb558f92125ebb9d4c3b14214a2db3c58c0e4768a	17 Finance & Insurance	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	64202.0	CASSIOPEE.SG
ORBIS	b25fc5ddbc89ccd161d03783ac74bc142be682ada9f296e0b99cc0cb8c4db163	13 Transportation & Storage	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	52212.0	www.ttl-bg.com
GMAP	dd58701179543cae2da2e2fea11347e1268bb80d34df910674a4c3e6e800cc66	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	04. 20 to <= 3	46563.0	www.facebook.com/pg/SurpassAuto.sg
GMAP	482ebe701f9aa4d4db46f0388d994b909c32238d190433b62893805b9fcc095a	11 Wholesale	06. 10mil -<= 100mil	01. Employees <= 10	2023	01. <= 5 Years	46900.0	http://pfyn.co/
ORBIS	75bac2db0816e985cb9599b8e841dd9737c677914f49f75e51e7c8d37620386d	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	62011.0	www.leadsinteractive.com.sg
GMAP	0150a74a0ea7ca535f4e4982e01e24896a6e64b92be57672f427f7d5633e2a50	15 Food & Beverage Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	56112.0	https://www.funtoast.com.sg/
GMAP	b638fad1acebb6257e63e0a6682666437832bb77cec7c7f417bd61dabef3040b	11 Wholesale	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	46900.0	http://www.yiyunmovers.com.sg/
ORBIS	571662243f08acbda15656a656ae5eb8b8952ff52df72e8802be32d205d9143a	18 Real Estate	01. <=1mil	Missing EMP	2023	05. > 30 Years	68103.0	www.hotelprop.com.sg
SGNIC	007d57b553320551103baf6eed5695d93748650532c1bbdcffd1452bd264ddcc	18 Real Estate	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	68103.0	www.keepoffice.com
SGNIC	c0ab2c464f2608236f2beed1bcbf17ca7b4bfaa1b373f2cdfbc4e71e63f12a5e	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	47220.0	POWERON.COM.SG
GMAP	3784bf8df9aebfb7508a70edd893a79ef58145ec8a260332c3ea3512f55c1222	11 Wholesale	01. <=1mil	Missing EMP	2023	04. 20 to <= 3	46900.0	http://www.energy-mines.com/
SGNIC	a448cabab130af5506cdec1039903ef4546fdfcdf5768f2516db803690b59acd	12 Retail Trade	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	47214.0	WELL-WELLNESSCROWN.COM.SG
ORBIS	e81177ea0e1ed6f906471206836690a2172c8bdea13cda702960da96b77a4bb4	17 Finance & Insurance	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	66303.0	shenninginvestments.com
ORBIS	ee683574cb4d3bb2a6a7a613e9b7340317dc0fafdc4b99378455d30d84f13e02	21 Other Services Industries	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	85409.0	genohouse.com
ORBIS	9b4f43226cef1585cdcb76984529b6b437dde3654c8fcf9f7097c9cd2e6b0d83	11 Wholesale	08. Above 100mil	03. 50 < Employees <= 200	2023	04. 20 to <= 3	46649.0	www.brenntag.com
ORBIS	a1d59fae0adf884f18f35408d1c11607689b028e97a7289bbcc4aa1472795cd1	02 Construction	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	43295.0	www.aumada.com.sg
ORBIS	f6a6526bc12d43863075c7dc0a47e0fd719a25946379428eeb51e837f215d467	19 Professional Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	70201.0	www.dpcne.com
ORBIS	124205f714fc0e0fc21f1017c42f02370a3726f6919e5a5a28892803fb15c57c	19 Professional Services	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	69101.0	www.mallalnamazie.com
ORBIS	e5643b9bd4f1ba24f2a4dc7cc9e0c2235f46beab60b443f3a5fdb98f7f91d334	02 Construction	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	41001.0	www.sgbetterhome.com
ORBIS	ebc991f87f85848cbf097de967e0634a2a21129c2888fa1384395ca6d356631d	11 Wholesale	01. <=1mil	02. 10 < Employees <= 50	2023	05. > 30 Years	46100.0	www.singaporepools.com.sg/outlets/pages/lo_details.aspx%3fsppl%3db2lkpty0mdu%253d
ORBIS	2a81e8f32f9b3d8df1f173bccc50f3c3f9cd9aa9855f795e180259694051532b	01 Manufacturing	06. 10mil -<= 100mil	01. Employees <= 10	2023	03. 10 to <= 2	20299.0	www.kemindo-international.com
ORBIS	0892a481d566e6db071841ffd20f5da887354305bffd6f51197ddc9f038f6b6e	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	62022.0	www.adventuretechnologies.com.sg
ORBIS	2a8dbaa22062c82d69fbcc1b3cfb7c5efe34ee518d6a2348895b2e04ce2c350f	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	47522.0	kerlee.net
ORBIS	54bed31b39bf8facab4e572549d81ff3216871013517831463f88a38f02b6f04	16 Information & Communications	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	62021.0	www.re7consulting.com
GMAP	a8a503331b53f38ff03f1d3d70dd00aac2fc462f113cad0d47594a7d5fee0822	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	95301.0	https://harrysautorepair.com/
ORBIS	28a1269c48de0f9a151fa684225a7a5506192a8162d10c11ee22d9d368518804	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	47531.0	pastperfect.sg
ORBIS	29b855caa14e2ee3043bdcbe664f113a1d3087bfdcc466a25bab557a0b2d53d2	21 Other Services Industries	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	86904.0	pnsingapore.com
ORBIS	e6a9132223d7026d26bba93d4e3adbca448051727d2b93d0e6b1218a31579098	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	70209.0	www.carringtonrhtwealth.com
ORBIS	0934fce86ee88da79e701fdc82420d56910070391ccead0108e6fa9265f59944	11 Wholesale	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	46631.0	thiampeng.com.sg
ORBIS	0167f41f1596ff278d5fda21c4fde205cd19d103f51607688cd10896fbf8bcdd	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	47749.0	rosesonly.com.sg
SGNIC	24895cbd669515ed69699e966e682390c6fe894a56c626819a1a37f6958a3154	03 Utilities	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	30110.0	GASPL.COM.SG
SGNIC	e154db4bab1833898958579275a740979e800c14559eb0873717bd726052d867	02 Construction	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	42201.0	RHB.SG
SGNIC	fbe7cc773c4cf84e03158ae6f644a357ca341d45a47ea9d2bdc8d201309a2415	20 Administrative & Support Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	82303.0	VRPRODUCTION.SG
SGNIC	a8edb730f004c1ed9cd607e7834b3dfcf3ad860cf2a5937808d4576a5f662a29	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	47711.0	IDEALE.COM.SG
ORBIS	15660c2764a7c3d9c5023bd4f8bbbab2a6dbc2f395c90639b29c8ee8e391d5da	19 Professional Services	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	69101.0	circularlaw.com.sg
SGNIC	670d7876982cbbe19a690c883ad82e3d9e1fd6b62d2bccef575ec2e132eb2b0c	02 Construction	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	43210.0	www.cnitech.biz
SGNIC	6e853be9fa953589a75fda060e590d2f03d9aef1636562baf081448456ba3982	11 Wholesale	01. <=1mil	Missing EMP	2023	01. <= 5 Years	46900.0	SOSE.SG
SGNIC	14ebdb1eb4f81cc0943991074f7ebfa05d790e0afb13189300a36ed5b6d086e2	11 Wholesale	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	04. 20 to <= 3	46433.0	TECHNOLITE.COM.SG
ORBIS	1168696210d75f02d09fd02663738c34275d75e025e90f93f1ba30a1871895d4	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	01. <= 5 Years	64202.0	vui-inc.com
ORBIS	810f6c1d4251d5986095d123d005c23bafef7fd2d2313f47f48fe2a6502a1a03	02 Construction	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	42202.0	www.bca.gov.sg/bcadirectory/company/details/53047160d
ORBIS	3c3f98cc731cbf6b8f0e2e0bfe8160fc0378ac4e207c5c0b485f3393cb53ac21	19 Professional Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	70201.0	www.prestigekinetic.com
ORBIS	d6077d7e42833fde974f3d8cbc245b6ff8d53b5e25bf58f8545b5ce536c2a506	20 Administrative & Support Services	06. 10mil -<= 100mil	Missing EMP	2023	03. 10 to <= 2	77399.0	www.prosafe.com
GMAP	e53d7c5b4ff0cd79d2bbfdb83dfc11433737e4d4f8f2cf551bfe4de1aeff1b86	19 Professional Services	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	74191.0	www.tabgallery.com.sg/
ORBIS	a4f4a83a0e507eda96f6b1488c9f66393f4058fa11344c2d912be16d5378c650	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	47630.0	attitudebikes.com.sg
GMAP	0832c6ff894e9c86f7db0894d1af7ed46f4459878e04d11c02784ce519da1589	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	70204.0	https://employershr.net/
GMAP	c435dfeaf29c229efd5217361bfbbb8a358624b246a259b9e6d366698ad4ee9e	11 Wholesale	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	46900.0	sevenseas-marine.com/
SGNIC	500d5639f8f1cf3ac83c306010b4330e9b5bec84b40e00fed35a1a2d90001cc6	11 Wholesale	06. 10mil -<= 100mil	01. Employees <= 10	2023	02. 5 to <= 10	46900.0	GRUN.COM.SG
ORBIS	e7633e2401351ca7f699e6b501d5d3afc1c0f5ded96dcacd3b5d1487971181ad	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	46649.0	printaidoffsetproducts.com.sg
SGNIC	09dc8339d4b8528bc66e8f223f4e5da591a33cae734ea33b2f4041d81746340b	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	70201.0	CORPORATIONOFHEALTH.SG
ORBIS	278f1fc054ab2e22eb9a5db58671bda48f694cf759c24b2a53d03ebdc49dd94a	19 Professional Services	06. 10mil -<= 100mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	74191.0	darwininterior.com.sg
SGNIC	51c1e1c0d1a89a3ac913ac20c2903336b7343f27982a763f6ce15999f0aade0e	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	46472.0	COLDSOLUTIONS.COM.SG
ORBIS	23de565f8bc2fca1444fe37023d1bf27c4b5a66104591c1e1d85aa81c0ce22d3	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	47212.0	www.freshstop.sg
GMAP	bee4a4c4329c1843a8b3a0f0a4a31b3c180dc1f815aa67dac3276bdfb1db5c59	11 Wholesale	08. Above 100mil	03. 50 < Employees <= 200	2023	02. 5 to <= 10	46304.0	www.ferrero.com/
ORBIS	9047808c0cab7e1ef1eeb3fb05e388b3e352e6c9d5120e034e36cea3ed396804	11 Wholesale	08. Above 100mil	02. 10 < Employees <= 50	2023	04. 20 to <= 3	46610.0	www.kochind.com
SGNIC	4ea68c3349bf252f3180d9181f7d8979b102b9d8e4ff8668044bc516d4fee307	16 Information & Communications	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	62090.0	OACAPITAL.SG
SGNIC	bd50ece76466ee1c05d25e90a54916a52da7475bdd13f58436a1770f2463684c	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	88913.0	YCC.SG
ORBIS	5821041c70a9565f73496022a1aa125f7da6f70b747be14a9c4a3127594fc45a	17 Finance & Insurance	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	64202.0	www.makuang.com.sg/en
GMAP	2a379e5e688492acf921bf65d2924d1db93f9a13daa56ca967cdf6222ae0fd8f	20 Administrative & Support Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	77320.0	www.nechcapital.com/
SGNIC	a6ff595aef4c4672e05a6b95cfc3fa8422e125c02a10f09270543a3472abc48b	16 Information & Communications	01. <=1mil	Missing EMP	2023	01. <= 5 Years	62011.0	UXQODE.SG
SGNIC	1438095bee2456d663c0f07df0d208d0d6e7fb215215bc28771ba9d0aaee7911	11 Wholesale	01. <=1mil	Missing EMP	2023	01. <= 5 Years	46479.0	LANTERNKINGDOM.COM.SG
SGNIC	d921c2455e9ffa204b2d2c71cac8f04eec202bd7a824815f54839201d8962bfb	01 Manufacturing	01. <=1mil	Missing EMP	2023	01. <= 5 Years	10793.0	GREATSOURCE.COM.SG
GMAP	56fb0b68a08c700d98b0497353a444a161750c1b9ad6e97c71980cb641677e90	11 Wholesale	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	64202.0	http://www.streetdirectory.com/
ORBIS	e915014c3ae0ecb066e4c81e5129402cbeef99347f11010f728d89261731df2c	17 Finance & Insurance	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	64924.0	jdcredit.com.sg
GMAP	7d97f634527d5a06afc314ddb16383d8cdff6749381061b4f1b46b859f739167	12 Retail Trade	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	47420.0	https://www.rockstoneaudio.sg/
GMAP	2eb764d4e89427958a3ccb8fb103861a6fb6e202d09799c72fb916886bf3ed4e	18 Real Estate	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	68101.0	http://www.smartenergy.sg/
ORBIS	5332f1b58a3fba785e937208967f05781e1c6cba95244351c4a47649d604702d	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	46900.0	www.myanmaryp.com
ORBIS	1c6345cafa9133332f3ebe748db34fe3f538bccb6cf9681c24c6df4012ad85bf	17 Finance & Insurance	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	64202.0	www.poet.com.sg
SGNIC	cd749758d6f7a1ae907d09759cfb8fd956ac07ec454540b6a70184967db81aea	11 Wholesale	06. 10mil -<= 100mil	Missing EMP	2023	01. <= 5 Years	46900.0	SOUTHEASTSTONE.COM.SG
ORBIS	892195e90c72263ce2bb777c90b307bd23509d6f91ab9e9deb66daf55c9d8fc1	13 Transportation & Storage	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	52227.0	www.howerobinson.com
ORBIS	72722d79d8b2e6c5ddd29a96e9fbd6c4317eccc2296ec6d999ae9b33753be679	03 Utilities	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	01. <= 5 Years	38200.0	chyethiam.com
ORBIS	8231da9ea407d9cf4a94eb49a67b114ac5dde5b75cbb03ed52354ab92e2873a5	02 Construction	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	43210.0	perita.com.sg
ORBIS	7df83227fd056b6691b601101c99b73113d433b2e097e5609733ad303fbf1b20	21 Other Services Industries	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	86201.0	clearsk.com
ORBIS	27b5b6eb2a705456f311b4ed9ea81873b05502a67d7a223dd679351ce9e41723	02 Construction	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	43301.0	skgroup.com.sg
SGNIC	88530a4a3883d05f0d66e573f8a51e749ce94ec1f1745fa2dd9e16be42561005	20 Administrative & Support Services	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	82999.0	SINGCONEX.COM.SG
ORBIS	592560fc0cf5a59c5fee80010b4605930de8a5b7c6141920e448f9bd30aea11c	16 Information & Communications	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	62011.0	www.uvionicstech.com
ORBIS	a9a1c3214329431b2987d5588072d3b7bb6742bf3858d4373a42c5459eb650a4	02 Construction	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	43301.0	myseat.sg
GMAP	9e2600ec352a33a48c22942ce75088b1f5b432ba376b36fb3b32ee3a46d05dd6	02 Construction	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	42101.0	BJCONSTRUCTION.COM.SG
GMAP	26f5a8be62c00dc3e818c3b7c5fdc7d0a2a9c74216b464095f5c625d7a258482	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	70201.0	http://www.gfcadvice.com/
ORBIS	86dcfb20a8b2585b6ca7863655eb0a097a4e513989bddcda1b4107b8f6292e53	16 Information & Communications	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	62011.0	www.coperit.com
ORBIS	afbf3dacc0faf0d8ea0dbca37b24329f3ded255c6f06335ff1c9c82e39454170	13 Transportation & Storage	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	52222.0	amigozsg.com
SGNIC	65b3276cebfb1b3ee1acd10bdc893be9c34bf5b75751c137e04f08259547c99c	12 Retail Trade	01. <=1mil	Missing EMP	2023	01. <= 5 Years	47640.0	MOXANDLOTUS.SG
ORBIS	c149d79b6cefcbaa4349b68bda491b69417e293422f50f47380d15466f236e8d	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	74192.0	itchyfingers.sg
ORBIS	37f7e1485bc6fda4c63f7274dcd6c108b3cb74a0a4690f347980928ad202fb23	11 Wholesale	06. 10mil -<= 100mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	25113.0	www.horme.com.sg
ORBIS	68df2c4a2cce31a23b2c231d8de5b2a818dd8e4a57ead6936f4cf754edccd9e3	16 Information & Communications	01. <=1mil	00. Non-Employing	2023	03. 10 to <= 2	63204.0	www.taxisingapore.com
GMAP	fa6a10f5655af2e6e821cd9e878daa88e9efe1cb51d942541a1182da4d7f843b	17 Finance & Insurance	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	66309.0	http://www.foqus.com.sg/
ORBIS	95e81964a81f702cf7b8b0f4f55e41ae482b7f09b029d05df02f19b96bf6b2f9	01 Manufacturing	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	21023.0	aavacc.com
ORBIS	4a7dd1266ab6c3de1b8dfcf51350a15dcb51381c348064393b46182cc3c38d3b	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	62011.0	www.advancekids.sg
ORBIS	d7ce07f6ae0a9e6f8976b4f3309da2e505e6d70e2926daa5b21e586f24edf909	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	46523.0	www.worldcoordinates.com
ORBIS	b50c80838731d58c53d5e0759fab9377bf8a7c1ba3b1c2f05361de1d043ffba3	16 Information & Communications	03. 1mil -<= 10mil	01. Employees <= 10	2023	04. 20 to <= 3	59113.0	veriteproductions.com
ORBIS	2a1f29926e2d170a7bcc7f995754387a66eb74d9559b5ed9901b67bc51c0c41a	21 Other Services Industries	03. 1mil -<= 10mil	01. Employees <= 10	2023	04. 20 to <= 3	95110.0	www.reconext.com
SGNIC	ff4ff8da180a330173ee406eff01566b23e8c321681e85ed3e77660d9609905c	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	46900.0	PANELTECH.SG
ORBIS	e0fd594b5895641f2d22366ff0a3af044ef3209c2d28ca3cab07a7839040058f	19 Professional Services	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	73100.0	www.madmenstudios.sg
ORBIS	cc74ff15cc1f95ef98f7fcd832a7cbe2a2fbafd92f48d069bde3dcde1357f0af	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	46900.0	www.auxano.com.sg
ORBIS	2722b8fae6a7c989c06e2f0a90a782e165563d67ab09e58b17430ea2c8500a0b	21 Other Services Industries	01. <=1mil	Missing EMP	2023	01. <= 5 Years	85408.0	wigglepods.com.sg
SGNIC	a494c6e213462836205877c1a6ec690749a22a755e6abecf3e69496a2ad10846	12 Retail Trade	01. <=1mil	Missing EMP	2023	01. <= 5 Years	47713.0	GLORIOUSFEET.SG
ORBIS	b24fa21ff95082c07a528ae916860313446458780e592c3aa177da9a275f5b8a	21 Other Services Industries	01. <=1mil	02. 10 < Employees <= 50	2023	05. > 30 Years	94911.0	www.harvester.org.sg
ORBIS	0018070a7568487a495f6732359b71dd8a49d9c8a939806ef90642c615cc7ff0	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	46900.0	www.smn.sg
ORBIS	ace16eeb55d0f37f7d181ac663181e2c89bf353fc1bf7ec917e4ca24fc159eba	16 Information & Communications	01. <=1mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	62011.0	www.bittitan.com
ORBIS	31964ea460b560a3a4659d655ad7171f031596cc2db13dc5d3e4f5b1fbd7e402	01 Manufacturing	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	20296.0	www.sealxpert.com
GMAP	b3d134cbfb1500e0980c5e7afdc757690fb92faf3386e5018f49a1e410d8d39a	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	86201.0	boeyhollandv.com/
GMAP	5a08604f6598fafb2934cef7e5e204dd77a0b7f140248184b1d3b14e65130ae1	15 Food & Beverage Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	56111.0	social.quandoo.com/en/groups/Honolulu%20Cafe%202890
GMAP	d362b359b000d3d0588c694658c606c05d073c60e733d52be1210e17dade7c58	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	69101.0	www.khan.sg/
SGNIC	6c2a25637576d4749c3f70ea1d4ee1085e3abcdd506cbf7ef6cd89c2a5306fb7	11 Wholesale	08. Above 100mil	01. Employees <= 10	2023	03. 10 to <= 2	46643.0	WESTPORT.COM.SG
ORBIS	f1806ba119572904b09d36f4e6b337eb357c0880621437ab99ee74ab4f78407d	02 Construction	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	41001.0	twinpower.com.sg
GMAP	49ac6068dcba7e9a9f2db5281b3952e1b99630dadac2ade2854697e9afb411e6	17 Finance & Insurance	03. 1mil -<= 10mil	Missing EMP	2023	02. 5 to <= 10	64202.0	http://www.phoenixcontact.com/
SGNIC	43399ab451ab61ee493cf2eabbe9cbee4d3d5b1c8ceb3e6928cbfae4a6e72d51	20 Administrative & Support Services	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	78104.0	CONSULE.SG
ORBIS	6361a542cab5f2bb72dc9c4a925fab66e442e6b1230a408e058f257b0b824841	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	46541.0	www.greentechref.com.sg
SGNIC	f33077340b3fff7db9293123834f993ec3899c190f47c6fab00237accd8f82ed	13 Transportation & Storage	06. 10mil -<= 100mil	02. 10 < Employees <= 50	2023	05. > 30 Years	52103.0	CAFHI.COM.SG
ORBIS	464553937623cfe3129cf8dd9e3fe45766b6b934d7d01024cc6436e9e4698a84	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	01. <= 5 Years	64202.0	www.herchin.com.sg
SGNIC	d97ca1bdb8667dbb0e7c23c194db704c7ac930c348535cde3f28c0273427b6ff	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	62021.0	HASHIRA.SG
ORBIS	0eb718f2864ed730cecb6dfea6df2d09e85d0e859d54dadf1580b7f246d66f8d	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	70201.0	sgsmtp2.sgcloudhosting.com/interface/root
ORBIS	4ea3d979af408022d516a9d819c09f436f0159f0ca4456c3ac7c7f1b66c46070	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	46302.0	www.mrtrade.biz
ORBIS	b0149439ecfbac1daddff3501b97f7b449894e156fbfcf4d51756d41a2a4abd9	21 Other Services Industries	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	96021.0	georgie.sg
ORBIS	ea815d1eacc20cb12a3b08bf1f6d0fa8a0665d6b9273f826bcd66c7edd3c1849	19 Professional Services	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	71121.0	www.res-engineering.de
ORBIS	f1566bce4424b693976b988b740d01993f81ae55cf9fa76aacae8bfc4bc4d6cf	19 Professional Services	03. 1mil -<= 10mil	01. Employees <= 10	2023	04. 20 to <= 3	69101.0	www.wr.no
ORBIS	697480f189194a720ec0aee9fcf34633b18770263898b2c35eefc51617534347	17 Finance & Insurance	01. <=1mil	02. 10 < Employees <= 50	2023	05. > 30 Years	64202.0	www.asiamedic.com.sg
ORBIS	98db483a924f645fe40e56c2b6a9b68f0392080966357badc97cdf1bf8a0c20e	13 Transportation & Storage	08. Above 100mil	04. 200 < Employees <= 500	2023	05. > 30 Years	52292.0	www.nipponexpress.com
ORBIS	e40aa2eb0ec9f1f0ed28f74594cfa3399d7f5982b3c6fb5b38217ee94df27c44	21 Other Services Industries	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	85509.0	www.achievershub.sg
ORBIS	017de0001e742321a1a677977378409044c7d5594c10e15260a5cab1e9dbe128	21 Other Services Industries	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	96023.0	www.nailpalace.com.sg
ORBIS	e892f3ec45d9ca80681526b14bc1c86e6dc9b8f5b604aeb72142698c4f92c10c	12 Retail Trade	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	47529.0	pohsenghardware.com.sg
SGNIC	e51dd802287b4e7ffe8697c63996d6355cd12c79c2f1565c6ccb914b181fb2a1	19 Professional Services	01. <=1mil	Missing EMP	2023	01. <= 5 Years	70201.0	STRATEGIST.COM.SG
ORBIS	80e97cc5fd2d679979756ae54c51a664ddbd78685370c96f929d0b73ff53d75a	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	71121.0	aes-aes.com
ORBIS	6cafcc085f030003e6a4f3630d303a759758025597ab544049f9e4da4a69fdb4	21 Other Services Industries	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	96093.0	ancientfusion.com
SGNIC	9918c0e4ad9d3a30d212548439769e8885a999578cc7b73b7c6e75ffb72f0a6a	12 Retail Trade	01. <=1mil	Missing EMP	2023	01. <= 5 Years	47711.0	QFIT.SG
ORBIS	54990030ef214a8a5e04a1e785c6ba697064f7559a4342088aa387708da3f744	11 Wholesale	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	46900.0	www.bintai.com.sg
ORBIS	276eb29255386c5841230279a43ded1eca585a2362dc9dfe993498fceeffd3b2	19 Professional Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	71111.0	slarch.co.za
SGNIC	9b1895d4816b37745ed36595f0cf26c3b68f42ed12428ae3209cec3692f112b6	16 Information & Communications	01. <=1mil	Missing EMP	2023	01. <= 5 Years	62011.0	POOLVA.COM.SG
ORBIS	dac3fd57ff1cf8bd900aeb25ac17a321175d379a1db3133f49c79e2072be7417	12 Retail Trade	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	05. > 30 Years	47535.0	lioncityco.com
