SOURCE	UEN	CLUSTER_DEFN	OR_CAT	EMP_SIZE	REF_YR	Age_Band	SSIC	WEBSITE
SGNIC	8f0d971281e670e477cd41ad347b4384fc7100a11225a1ea4928d5eab03af265	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	96029.0	YEONGHUIBEAUTY.COM.SG
ORBIS	1901080de389b2525eb2757cae27dd0755ff9a6fbb6ed1fcf18832abaa8541e4	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	46541.0	www.artsgate.com
ORBIS	2d0eff8540387a1b0b4898ee428f5860c7d2b3b9a9de2d43956274d7daa6be4b	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	63119.0	morchlo.com
GMAP	5816b400c92de1e831ab5b11332b9c14e80f36e76b169ef8a0a0930db24c66db	18 Real Estate	01. <=1mil	Missing EMP	2023	05. > 30 Years	68101.0	https://www.asbrealestate.com/
ORBIS	c4052e99d8df8434d9a4fb7e20c26b5355639f8ad736a31da66aee54e23bad64	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	62011.0	www.moglix.com
ORBIS	e763b5e675f561aeb0f89c962f68a0940c77982460c965f82e26a75ff638dfc6	01 Manufacturing	06. 10mil -<= 100mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	30110.0	www.vallianzholdings.com
SGNIC	c71d19ec4c2f7e8ece7199247a0dc588d3239446aebf9e0d1eafdb5f1db67fb3	12 Retail Trade	03. 1mil -<= 10mil	01. Employees <= 10	2023	02. 5 to <= 10	47101.0	ALMARCHE.COM.SG
ORBIS	86a2a5c5dc876736daf933088283f2aa47db4e66d10ca4c5349b95eecba1c631	13 Transportation & Storage	03. 1mil -<= 10mil	01. Employees <= 10	2023	04. 20 to <= 3	52222.0	pmagency.com.sg
ORBIS	d28e7d8fd1757cb413157161ea9acbabd3770f3102cb903a0fc7f3bf88a3e68f	19 Professional Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	72102.0	cloud.sciencejet.net
ORBIS	4f6e28f6be4a0f806af657b6cf6394c08189185f6b09c1e07cc9d9b4223e7826	01 Manufacturing	01. <=1mil	Missing EMP	2023	01. <= 5 Years	31001.0	htlinternational.com
ORBIS	92b4b72448f8e79ab77f3ef3f0e03d368f202e506c5fb0245e07f1494ef2b8cd	01 Manufacturing	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	31001.0	ritzeco.com.sg/contact-us
ORBIS	09a739dac6408b0a24b57a7d671c38c02e6cab0e95641e3568309c3a6492ac3d	20 Administrative & Support Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	78104.0	alphastrides.com
GMAP	5484d9cc9ba1af5be34335ce042d4bea44a621b71964c06fc6f82aeeb47ba16a	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	04. 20 to <= 3	64202.0	http://www.gencap.com/
ORBIS	aa11cf25d672a14a90d6fd0af3c57b69cf8354678b0a1924e29c74361c459be9	13 Transportation & Storage	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	52226.0	www.firstship.co.jp/english/profile/group
ORBIS	b3dbeb6f52d11b21499a691720f5cfda7c9d6d420e77c96488df4c9837a4c9a0	17 Finance & Insurance	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	64924.0	singaporetopmoneylenders.com
ORBIS	cedcb627ac906c6dc56d17a90826237efa23dda267767947a4dc1e616306b806	01 Manufacturing	01. <=1mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	10799.0	www.youtiaoman.com
ORBIS	54eb362a0c5dba468d8f027c1e9621201214bf666cb886e65b92ae7c475dcaf8	20 Administrative & Support Services	06. 10mil -<= 100mil	05. Employees > 500	2023	03. 10 to <= 2	80100.0	security-risksolutions.com
ORBIS	f3ffcf02051fe12c0791db10478b718ca2f0a553a6e28b9ba39963875dce390d	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	47533.0	brightliving.com.sg
ORBIS	73b378096bfca19a70e5c468764880345dba9cf80d24803d647b7b1db25fb5d3	11 Wholesale	01. <=1mil	Missing EMP	2023	05. > 30 Years	46549.0	www.tenaris.com/en
GMAP	9d651c5b86407ff75d4c727e9a43e142e45f7a191e67d58fa03ef92b46b4c023	18 Real Estate	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	68101.0	www.triplestar.com.sg/contact-us/
ORBIS	69f8f37705b71bfcef29602935e755ee85c7f4ddb4688e8482bd4a853569165b	11 Wholesale	01. <=1mil	Missing EMP	2023	04. 20 to <= 3	46512.0	www.cruxial.com.sg
ORBIS	c9790903af1f5d9f1f60305a968aced886cd35c42dab153274ed862f12a036e4	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	62021.0	kenetics-solutions.com
ORBIS	a78c42fac170241fac2e2025b07aaf0c2639bc7b63ac79e1d215c776c0924667	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	69202.0	www.dkt.com.sg
ORBIS	2a273651ec5202b5e426f089973e045f5fbd04bf308c797f89fe7cd0864f8175	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	46595.0	www.systemswinners.com.sg
ORBIS	514df5c5a0bc04f30c33e26e45c644f0b0cf43bf246a29cc18e72a981c42a0b8	18 Real Estate	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	68103.0	www.mg-global.com.sg
ORBIS	73177368bf32e0ae55acdbf7d3b8f68cc8bc5a26262d54a1e95db9b7ca360556	17 Finance & Insurance	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	64924.0	www.sandscredit.com.sg
GMAP	cbb4e071bd13dff188949f3d3fc2e848b63ca947ee4fe194811d01abe6428a43	13 Transportation & Storage	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	52226.0	www.marine-intl.com.sg/
ORBIS	7cfab786794ffe86c2d4594804c8c40b3f9d5c3fc1d6ccd6b8c8b2d2d192e485	21 Other Services Industries	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	85409.0	unichallenge.biz/index.html
ORBIS	d27e3fabd93efd0b43c59edc86990cf01caac990bf93073bce0d8bdb9e67017a	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	85409.0	learningexpedition.org
ORBIS	0c4008e14a1f9b44f06884981e1bf7bc8cd6ac68ac1863bcece51012263530d8	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	46302.0	firstocean.sg
ORBIS	7e18910fc4cd7b4d832c37e0215ad279af5977ad4e6e7605c38b22bcf7236299	12 Retail Trade	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	47102.0	www.yesnatural.sg
ORBIS	2b3799b056021843ff2e642938cdf1fc53c3bbac0589d327c394f4dbb28895c1	02 Construction	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	43301.0	www.mimo-technologies.com
SGNIC	0790725f0f9ea9cb79112a345abd49225b53e7bcf4e4ef8f2d8daceb6f043c50	19 Professional Services	01. <=1mil	00. Non-Employing	2023	01. <= 5 Years	41009.0	VELEGANT.COM.SG
ORBIS	f25b57fa4bcbebd23877b725c6fe26283e39d18336ed18b4f0cd3c04be832d4f	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	46551.0	www.asiadiesel.com.sg
ORBIS	efc36ddd2276a757176f0f1231f640fb78296eb321f330e7bce5b5b5e0b7ae59	16 Information & Communications	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	62011.0	hyetech.biz
ORBIS	b41a30b3691f432b93e5f2efda80d32450199919a09fe0214e9c4b4146ea9fa3	02 Construction	01. <=1mil	01. Employees <= 10	2023	04. 20 to <= 3	41001.0	mingyongcontracts.blogspot.com
SGNIC	a67337b0e3fc1f00d151e75e8a9502d28375d0ec6a25f87a13edd219aa007718	11 Wholesale	01. <=1mil	Missing EMP	2023	01. <= 5 Years	46900.0	EASTJAVACO.SG
ORBIS	8243f2054473aba2b012fd56a7b4a2ff01bfe5c176c243389d8f5dd026ef92e2	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	96023.0	www.stellanails.com
ORBIS	df50fe816671a2c3a72277cb21974fbe3c38743245e16df662169952ca90ef7c	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	46100.0	www.zipl.com.sg
ORBIS	3b4c6f73ec3df045e9dfc0e06b48bdbe0b74372c96ec9e63cc867522f6da1bd5	11 Wholesale	06. 10mil -<= 100mil	Missing EMP	2023	01. <= 5 Years	46100.0	radic8.com
ORBIS	e10b02259a3f5072eddede0940489e79cc0ac0e6f8b89ab9beb62885b3d3414d	12 Retail Trade	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	47640.0	www.stargek.com
ORBIS	19eacc0216ae837ddebba7b87b2e9a5ad7a388e76231464fda594634f806427f	16 Information & Communications	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	62021.0	bstglobal.com
ORBIS	0c88439cee8ac8916118f383d293a2c9730fe63c26ec9bd63a18d0e24071aaba	21 Other Services Industries	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	86909.0	www.redefind.net
GMAP	eb3cef5891b76032613a3491345e9806ea5ef57a9522dc21fed65631140cd7f5	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	64202.0	http://www.edrill.com/
ORBIS	decb306f73f4a6c55a05cb5f9e288f70a1b3efd903347d9a618fb76ac150396d	21 Other Services Industries	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	85509.0	www.kingston.edu.sg
ORBIS	ca1e44d53009b4c765919eeb6b5731f4cb353457133f8f9ce2b02450036cbd31	17 Finance & Insurance	06. 10mil -<= 100mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	64929.0	thegrandstand.com.sg
SGNIC	eb14b3b6bddea677c1632b6e44cc2ebb58c5d320db7b6825fe26eb4e1fc837d3	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	70201.0	SUEZ.COM.SG
GMAP	562719c9705b389a27f67584f4e39dca7f7fe8f306f74ba9a01de1fcce1e171c	12 Retail Trade	01. <=1mil	Missing EMP	2023	05. > 30 Years	47714.0	https://www.facebook.com/joomohchiapkeetradingpteltd
SGNIC	b1e999114fa0de2fae86396337f6b2e954ee11daf55acfa71d7f87fd97999140	11 Wholesale	01. <=1mil	Missing EMP	2023	01. <= 5 Years	46900.0	RECYCLEBAG.COM.SG
ORBIS	e3b4f0d90c3565c91c1213946d291b7d3a8fb57da6447302b04c118106e6894c	19 Professional Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	73100.0	three60.com.sg
GMAP	e611d69fe8b63d94628b135fdc0c97985fe9d645a322bb9768662a4005dbbb7c	13 Transportation & Storage	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	52212.0	http://jsautomotive.my/
ORBIS	bdbfbb777822a8662de17d8816b809843f0b88c31b50411786a82dce27702a88	20 Administrative & Support Services	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	78104.0	myczechrepublic.com
GMAP	63bc73234fc1ac35cada26a98a342129b31e79e0df8cfa9014d407bb6a3958f9	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	46632.0	www.alsecure.com.sg/
GMAP	ef31a3ada5e3520ade77bca4dc946d67d1d363d175f08a67f6591847434310e8	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	95301.0	http://maskcartel.com/
ORBIS	e604f0c1b729799d262974cae47afc69b2f9a3af165860f55e7a4ee214270b87	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	46551.0	dsships.com
SGNIC	8a04ebf000dc8770c4fa84197f219c20b881324527feb0398981bab3824943fd	16 Information & Communications	01. <=1mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	59111.0	www.media-freaks.com
ORBIS	7440179c05d3c88b5d9bd8965cf18d493721f6aebf0ba6fd9ef64ef7563a539e	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	46620.0	hwaco.com.sg
ORBIS	a53aca48f3b390d670f42ffd3495525800d5d93bf09427ef4ee13befd0585478	11 Wholesale	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	05. > 30 Years	46900.0	www.unlimite.com.sg
ORBIS	7f630713ca4668c7d25d938558f7ce71d4cc5ded59825e26e19c50cc6733358b	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	93111.0	www.fitnessfun.com.sg
SGNIC	fc9008d194328b5c3c9d55af8b078f35bbb68ddc03eada2cb597683760ea8404	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	58190.0	MMACTIV.SG
ORBIS	5ab52cf87d44d4882a01f32e4ce00441199337a5bb9d62910bbac2f44c8da721	02 Construction	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	43220.0	arcticstaraircool.com.sg
SGNIC	f9435834820ff94063c7bc929dc53bc258deaaa6d10acdd7e03597baadcc7eac	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	63209.0	DAAS.COM.SG
ORBIS	9d9f8c9cc404240f4cbde6988109b0488c4207ae3bb7187d5aa8b1aa29e930a9	21 Other Services Industries	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	85409.0	www.pictorial.com.sg
SGNIC	0d906c02b4d7407474fbd882141d13d6553d1364a16bd7fbaec35a639c49a3f8	19 Professional Services	06. 10mil -<= 100mil	03. 50 < Employees <= 200	2023	03. 10 to <= 2	73100.0	EVERY.SG
ORBIS	9dcda6d71b2c38b73a586e55d5a2dad3946d48b927f3dee56350034856169b0a	17 Finance & Insurance	03. 1mil -<= 10mil	Missing EMP	2023	03. 10 to <= 2	66303.0	www.suntecreit.com
GMAP	b0a2ca7cbe73d32983ad6f219e8c3a776aeef6095be48109ca17fa6e86f3704f	15 Food & Beverage Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	56111.0	fameline-apsg.com/
ORBIS	dcdc881fcd2b24f2a41ec81546f44fbd2420fcae4bc8a4ef2485108b2d103557	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	64202.0	www.frasershospitality.com/en
WORLDORGS	c531e56928acff29a1fc97497f2b27a8dc0e9cf147d78a3e00ab5f5a2f6407c6	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	70101.0	https://www.leonardocompany.com/en/global/asia/singapore
ORBIS	568ee92f35601d9f290545e81a8a7d161cc8bf2d528156b9589f95d596b3ce9f	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	01. <= 5 Years	64300.0	www.temasek.com.sg/en/index
ORBIS	dc51a24fc6b48d7354b48968db78e312736a066605b78ce8ba4de9bc78254169	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	01. <= 5 Years	64300.0	www.proterrapartners.com
SGNIC	210b9ff66cb4b30145a6bbaeefcc0ef224762e27a762ca2de93db0903e62589e	01 Manufacturing	01. <=1mil	Missing EMP	2023	01. <= 5 Years	10712.0	THEFOODLAB.SG
ORBIS	1c19a85766b8ccbddeb629148d6906d13651bc703adde0612e32c8bc9e6a676b	19 Professional Services	06. 10mil -<= 100mil	02. 10 < Employees <= 50	2023	04. 20 to <= 3	71122.0	www.pacific-central.com
GMAP	22f7b2b7a8250efcddff0ac914cc7a3c61d1b9990142a10fc6a2dd8cc9156414	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	01. <= 5 Years	96023.0	www.facebook.com/BelleLadyBeauty/
SGNIC	a6b48e0f41c869ef630a3e48eed4fbf35bee4f55886ce41038304eec5026460a	12 Retail Trade	06. 10mil -<= 100mil	04. 200 < Employees <= 500	2023	03. 10 to <= 2	47103.0	www.muji.com.sg
GMAP	28590c1744a13fd261b816b6a3e043803937e7ddcb2f0107f89d804662fc371f	21 Other Services Industries	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	85408.0	tma.com.sg/
ORBIS	52f3518ca5935ef94aa72adc8094a024f4018558184e56b2e279c2aa26c68c00	21 Other Services Industries	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	96099.0	trans4mationaltherapy.com
ORBIS	89077c6c7d380dad2beff2ec548fecf528bf65dc2b2c75cbe4d4ccce4959dc2c	02 Construction	01. <=1mil	Missing EMP	2023	05. > 30 Years	43301.0	www.yelu.sg
ORBIS	31d2b4f5b305d5111c89365a9cafc10eb00c9dd1c61d6148e4f9eef6a2ef4f07	19 Professional Services	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	70201.0	lntglobal.com
ORBIS	c64ea41922fedcfb47d2edc570b57b61a49f5ecb5efaa13763b74a08f976c3e2	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	05. > 30 Years	46512.0	www.ngk-software.com
ORBIS	b807d6ed21c1fc1abeb6d7b785703f35c0c7922a55c739b606076456d188ef4a	21 Other Services Industries	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	85409.0	www.renergetics.com
SGNIC	56f626d4b29a8bf9f582196ff3c50e2e89a31d186c1de5496abf74037786aaec	11 Wholesale	06. 10mil -<= 100mil	03. 50 < Employees <= 200	2023	05. > 30 Years	46309.0	KORYO.COM.SG
SGNIC	2c278cadd5e36146078d783078f1263ec0bb03399ccaea9aaccf4c8beed66283	16 Information & Communications	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	63112.0	HOSTGEEK.COM.SG
SGNIC	9d402a9c23b2723276b0c51c29e38828c472e613203824cd2763c6de8ccb54f3	13 Transportation & Storage	08. Above 100mil	01. Employees <= 10	2023	01. <= 5 Years	50021.0	BGSG.COM.SG
SGNIC	81a6184fec7f17b55f662f2493dda31a88e45fac9b933402ae6f47a8c91dc036	21 Other Services Industries	01. <=1mil	00. Non-Employing	2023	01. <= 5 Years	85408.0	JOYMUSICSTUDIO.COM.SG
SGNIC	7a7f038db0743594cbff1296fd4434d5cc68e8f6f40d2b8c2d2bc073b1309d48	02 Construction	01. <=1mil	Missing EMP	2023	01. <= 5 Years	43293.0	E-TECHSMARTSSOLUTIONS.COM.SG
GMAP	404db079ce570207b4943a05500e3f740824db97e0d739afd44d7633e76929b7	15 Food & Beverage Services	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	56112.0	http://www.funtoast.com.sg/outlets/fun-toast/#fadeandscale5
ORBIS	5963fd862711672bd73bb3eeb409909d34a60f0c351369a68ba162f1e081f209	19 Professional Services	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	70201.0	celestialambience.com
ORBIS	4facafbd21809cb2c8099cc322d3d775053b08ece4d9d98a7755ace0b10396ac	18 Real Estate	03. 1mil -<= 10mil	Missing EMP	2023	03. 10 to <= 2	68106.0	sunteccity.com.sg
GMAP	e0bffdab4ad47c0c705771977822ddb7c434aa960940844d30f0a6fd858e69f0	13 Transportation & Storage	01. <=1mil	Missing EMP	2023	01. <= 5 Years	49232.0	www.facebook.com/askunclepoh
ORBIS	13cb22d65b470497c4f6e5e83fcd8d1788b822f36e3eee24cb6dc8ec514f9cf8	21 Other Services Industries	01. <=1mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	96021.0	hacos.com.sg
GMAP	daf1aac024af74ec344b196255ace2d480944a90657fb8cb5dc1b8abc91be3b3	11 Wholesale	03. 1mil -<= 10mil	01. Employees <= 10	2023	01. <= 5 Years	46307.0	https://www.asiawhiteant.com.sg/
GMAP	de738de11846c5c468e53d22be54d32454193e6421f9bb433e6cc393acf369af	14 Accommodation	01. <=1mil	02. 10 < Employees <= 50	2023	03. 10 to <= 2	55101.0	lamodehotel.blogspot.com/
ORBIS	0da75fadd7fb13ce424fc854c613fc4f267f56629d30a93aa7656b3fce9fa1a0	01 Manufacturing	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	26512.0	www.tiscalibrator.com
ORBIS	04bc23e7b57ca5b8cb8bedf0e377c3ebb8650c02263ae84e437d6af188185ea1	21 Other Services Industries	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	86204.0	www.specialistdentalgroup.com
ORBIS	533aa8029d188596d166a8ad5593d8b03626cbd1f99487748cc9bc8f69f36caa	21 Other Services Industries	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	95301.0	kgcworkshop.com.sg
GMAP	43eb5fc62d568f405ea023fa03423fac254b1f1495cb4712ac07f13f7a5467be	18 Real Estate	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	68101.0	www.proinvest.com.sg/
ORBIS	ec60faec224429c40168415d767a2190a36f9e74cc0c8ba3db60a5e82e96d82a	12 Retail Trade	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	47412.0	pcdreams.com.sg
GMAP	552fa91274338467e6011809daf4afd1273c0000f43868a889048c6f51715de8	17 Finance & Insurance	01. <=1mil	Missing EMP	2023	01. <= 5 Years	64202.0	https://www.myworldasia.com/
ORBIS	453143acb1a7dd93a20d04aaf6e788fef4cfa9fe306be9f510c5f73747d39487	19 Professional Services	03. 1mil -<= 10mil	02. 10 < Employees <= 50	2023	02. 5 to <= 10	71129.0	fiberone-asia.com/home.html
ORBIS	1ca46b65d6bf99d61d8730bc3cdc994a445a61b8a09c8874f16e50d9596d4ae8	19 Professional Services	08. Above 100mil	05. Employees > 500	2023	05. > 30 Years	71122.0	www.peceng.com
ORBIS	964de0fd6ca846455af977e4547205f6a2a66b40a820356ac2a4437dd60d1467	16 Information & Communications	01. <=1mil	Missing EMP	2023	03. 10 to <= 2	62011.0	www.univacap.com
SGNIC	71db9eeb0b93692b9389d13f449ca6b8232262015f0de891d08d80adb63371ed	16 Information & Communications	01. <=1mil	Missing EMP	2023	01. <= 5 Years	63201.0	MILKTOP.COM.SG
ORBIS	10f06cf19060cc9a3b2f16f26d34b047b60c32cb5832666e379046058eca163d	02 Construction	01. <=1mil	Missing EMP	2023	01. <= 5 Years	41001.0	rkingyo.com
ORBIS	3630141f097987bf6e04267a75c7408a11c23ab713a46a109fe30dae8c722ee7	01 Manufacturing	03. 1mil -<= 10mil	01. Employees <= 10	2023	04. 20 to <= 3	28199.0	www.technic.com
SGNIC	3ba2796680cf8b53436b29d5ed6266e20c617ef8a0d528ce6ceda2ed40af4d78	11 Wholesale	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	46432.0	lghausys.sg
SGNIC	7a136179f161160f9c8da5e6698bd7e595169ac98c4b0a9f3cb46991f53ea9aa	20 Administrative & Support Services	03. 1mil -<= 10mil	01. Employees <= 10	2023	03. 10 to <= 2	82301.0	www.neo.tm
ORBIS	2effc4621b405b0cc9e2cf3946d41df38f4632f8c52ba7e477642c84ed50ec47	13 Transportation & Storage	03. 1mil -<= 10mil	03. 50 < Employees <= 200	2023	03. 10 to <= 2	49212.0	www.longlim.com
ORBIS	5c51e3300b165f7410e6bda6cbe240db5636eb3889cd0b32497ad085c10e5d5b	11 Wholesale	03. 1mil -<= 10mil	Missing EMP	2023	03. 10 to <= 2	46900.0	ggm.sg
SGNIC	ac4de7b386140091a8fdf3580716e6e1fdfa1b746cd8c46a610943f2a990626b	11 Wholesale	06. 10mil -<= 100mil	01. Employees <= 10	2023	03. 10 to <= 2	46631.0	PREMARK.COM.SG
ORBIS	35387488424359113db5dc9724aa5c59a4699aa0e02a2ac90b1b013bc9898a49	13 Transportation & Storage	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	52227.0	primeshipbrokers.com.sg
GMAP	25d618e948fe2f944ef08887d4fc41c30ec8fa30b36b27d5778a8e6dd4d5b466	15 Food & Beverage Services	01. <=1mil	01. Employees <= 10	2023	03. 10 to <= 2	56111.0	https://sunrisegreensmarketing.com/
GMAP	66905b113ac647ba8a6fdfb995e20db99436bef2bf6255e759f072fceb080e65	11 Wholesale	01. <=1mil	Missing EMP	2023	02. 5 to <= 10	64201.0	www.tgdevelopment.com.sg/
ORBIS	d68acb1e5928cf8ab981035e022dc30785b2ac6881683f4d549c0a8a1108d878	17 Finance & Insurance	01. <=1mil	01. Employees <= 10	2023	02. 5 to <= 10	64202.0	www.chipengseng.com.sg
